EmployeeID,Department,R_Value,F_Value,M_Value,R_Score,F_Score,M_Score,RFM_Total,RFM_Segment,R_Score_Department,F_Score_Department,M_Score_Department,RFM_Total_Department,RFM_Segment_Department
1762,Research & Development,0.2,0.3107142857142857,0.21011058451816747,2,4,3,9,Need Further Observation,1,4,3,8,Don't Promote
1763,Sales,1.0,0.13333333333333333,0.16914165350184307,5,1,2,8,Don't Promote,5,1,3,9,Need Further Observation
1764,Sales,0.25,0.12738095238095237,0.6773565034228541,2,1,5,8,Don't Promote,2,1,5,8,Don't Promote
1765,Research & Development,0.5,0.294047619047619,0.054397051079515535,3,4,1,8,Don't Promote,3,4,1,8,Don't Promote
1766,Sales,0.3333333333333333,0.31547619047619047,0.05602948920484466,2,4,1,7,Don't Promote,2,4,1,7,Don't Promote
1767,Research & Development,1.0,0.15476190476190477,0.10252764612954186,5,1,2,8,Don't Promote,4,1,2,7,Don't Promote
1768,Sales,0.3333333333333333,0.1595238095238095,0.1009478672985782,2,1,2,5,Don't Promote,2,1,2,5,Don't Promote
1769,Research & Development,0.3333333333333333,0.3583333333333333,0.2001053185887309,2,5,3,10,Need Further Observation,2,5,3,10,Need Further Observation
1770,Research & Development,1.0,0.20833333333333331,0.21874670879410216,5,2,3,10,Need Further Observation,4,2,3,9,Need Further Observation
1771,Sales,0.2,0.2357142857142857,0.9391785150078988,2,3,5,10,Need Further Observation,2,3,5,10,Need Further Observation
1772,Sales,1.0,0.244047619047619,0.9037914691943127,5,3,5,13,Recommend for Promotion,5,3,5,13,Recommend for Promotion
1773,Research & Development,1.0,0.15238095238095237,0.2493417588204318,5,1,4,10,Need Further Observation,4,1,3,8,Don't Promote
1774,Sales,0.5,0.13333333333333333,0.09899947340705635,3,1,2,6,Don't Promote,3,1,2,6,Don't Promote
1775,Research & Development,0.125,0.3476190476190476,0.09805160610847814,1,4,2,7,Don't Promote,1,4,2,7,Don't Promote
1776,Research & Development,0.5,0.32619047619047614,0.34096893101632436,3,4,4,11,Need Further Observation,3,4,4,11,Need Further Observation
1777,Sales,0.25,0.2654761904761905,0.26671932596103215,2,3,4,9,Need Further Observation,2,3,4,9,Need Further Observation
1778,Research & Development,1.0,0.16428571428571426,0.8593470247498683,5,1,5,11,Need Further Observation,4,1,5,10,Need Further Observation
1779,Research & Development,0.5,0.25476190476190474,0.09294365455502897,3,3,2,8,Don't Promote,3,3,1,7,Don't Promote
1780,Research & Development,0.5,0.294047619047619,0.18409689310163244,3,4,3,10,Need Further Observation,3,4,3,10,Need Further Observation
1781,Human Resources,0.5,0.14404761904761904,0.33802001053185887,3,1,4,8,Don't Promote,3,1,4,8,Don't Promote
1782,Research & Development,1.0,0.075,0.5593470247498683,5,1,5,11,Need Further Observation,4,1,5,10,Need Further Observation
1783,Research & Development,0.5,0.3583333333333333,0.4596629805160611,3,5,4,12,Need Further Observation,3,5,4,12,Need Further Observation
1784,Research & Development,0.3333333333333333,0.2833333333333333,0.09615587151132175,2,4,2,8,Don't Promote,2,3,2,7,Don't Promote
1785,Research & Development,0.5,0.2654761904761905,0.8399157451290152,3,3,5,11,Need Further Observation,3,3,5,11,Need Further Observation
1786,Research & Development,0.5,0.21904761904761905,0.08446550816219063,3,2,1,6,Don't Promote,3,2,1,6,Don't Promote
1787,Research & Development,0.5,0.294047619047619,0.27051079515534493,3,4,4,11,Need Further Observation,3,4,4,11,Need Further Observation
1788,Research & Development,0.5,0.17619047619047618,0.20821484992101105,3,1,3,7,Don't Promote,3,1,3,7,Don't Promote
1789,Research & Development,0.5,0.294047619047619,0.9756714060031596,3,4,5,12,Need Further Observation,3,4,5,12,Need Further Observation
1790,Sales,0.2,0.13333333333333333,0.27187993680884676,2,1,4,7,Don't Promote,2,1,4,7,Don't Promote
1791,Sales,0.2,0.13333333333333333,0.07156398104265403,2,1,1,4,Don't Promote,2,1,1,4,Don't Promote
1792,Sales,0.5,0.14404761904761904,0.48988941548183257,3,1,5,9,Need Further Observation,3,1,5,9,Need Further Observation
1793,Research & Development,1.0,0.2702380952380952,0.035071090047393366,5,3,1,9,Need Further Observation,4,3,1,8,Don't Promote
1794,Research & Development,1.0,0.25476190476190474,0.07972617166929963,5,3,1,9,Need Further Observation,4,3,1,8,Don't Promote
1795,Research & Development,0.25,0.27142857142857146,0.2926803580832017,2,3,4,9,Need Further Observation,2,3,4,9,Need Further Observation
1796,Research & Development,0.5,0.7726190476190475,0.196419167983149,3,5,3,11,Need Further Observation,3,5,3,11,Need Further Observation
1797,Research & Development,0.06666666666666667,0.39285714285714285,0.4317535545023697,1,5,4,10,Need Further Observation,1,5,4,10,Need Further Observation
1798,Sales,1.0,0.14166666666666666,0.18694049499736703,5,1,3,9,Need Further Observation,5,1,3,9,Need Further Observation
1799,Sales,1.0,0.21547619047619046,0.3780937335439705,5,2,4,11,Need Further Observation,5,2,4,11,Need Further Observation
1800,Research & Development,0.5,0.16666666666666666,0.10179041600842549,3,1,2,6,Don't Promote,3,1,2,6,Don't Promote
1801,Research & Development,1.0,0.09999999999999999,0.20705634544497103,5,1,3,9,Need Further Observation,4,1,3,8,Don't Promote
1802,Sales,1.0,0.22142857142857145,0.5076882569773565,5,2,5,12,Need Further Observation,5,2,5,12,Need Further Observation
1803,Research & Development,0.25,0.244047619047619,0.2576619273301738,2,3,4,9,Need Further Observation,2,3,4,9,Need Further Observation
1804,Research & Development,1.0,0.12023809523809523,0.40179041600842547,5,1,4,10,Need Further Observation,4,1,4,9,Need Further Observation
1805,Research & Development,0.25,0.3821428571428571,0.28109531332280147,2,5,4,11,Need Further Observation,2,5,4,11,Need Further Observation
1806,Sales,1.0,0.8011904761904762,0.1680358083201685,5,5,2,12,Need Further Observation,5,5,3,13,Recommend for Promotion
1807,Research & Development,1.0,0.16666666666666666,0.1286466561348078,5,1,2,8,Don't Promote,4,1,2,7,Don't Promote
1808,Research & Development,0.07142857142857142,0.2476190476190476,0.1741969457609268,1,3,3,7,Don't Promote,1,3,3,7,Don't Promote
1809,Sales,0.3333333333333333,0.32142857142857145,0.08546603475513428,2,4,1,7,Don't Promote,2,4,2,8,Don't Promote
1810,Sales,1.0,0.3583333333333333,0.1926803580832017,5,5,3,13,Recommend for Promotion,5,5,3,13,Recommend for Promotion
1811,Research & Development,0.3333333333333333,0.22023809523809523,0.11558715113217483,2,2,2,6,Don't Promote,2,2,2,6,Don't Promote
1812,Research & Development,1.0,0.21547619047619046,0.09010005265929437,5,2,2,9,Need Further Observation,4,2,1,7,Don't Promote
1813,Research & Development,0.14285714285714285,0.1988095238095238,0.8516061084781464,1,2,5,8,Don't Promote,1,2,5,8,Don't Promote
1814,Sales,1.0,0.2654761904761905,0.06471827277514482,5,3,1,9,Need Further Observation,5,3,1,9,Need Further Observation
1815,Research & Development,1.0,0.3047619047619048,0.024960505529225907,5,4,1,10,Need Further Observation,4,4,1,9,Need Further Observation
1816,Research & Development,1.0,0.244047619047619,0.24202211690363348,5,3,3,11,Need Further Observation,4,3,3,10,Need Further Observation
1817,Research & Development,0.125,0.22619047619047616,0.3310163243812533,1,2,4,7,Don't Promote,1,2,4,7,Don't Promote
1818,Sales,0.5,0.21904761904761905,0.06829910479199579,3,2,1,6,Don't Promote,3,2,1,6,Don't Promote
1819,Research & Development,0.5,0.31547619047619047,0.07051079515534492,3,4,1,8,Don't Promote,3,4,1,8,Don't Promote
1820,Sales,0.125,0.3821428571428571,0.420695102685624,1,5,4,10,Need Further Observation,1,5,4,10,Need Further Observation
1821,Human Resources,0.125,0.35,0.1743022643496577,1,5,3,9,Need Further Observation,1,4,3,8,Don't Promote
1822,Research & Development,0.5,0.08809523809523809,0.26977356503422856,3,1,4,8,Don't Promote,3,1,4,8,Don't Promote
1823,Sales,1.0,0.8238095238095238,0.12306477093206951,5,5,2,12,Need Further Observation,5,5,2,12,Need Further Observation
1824,Research & Development,0.5,0.25476190476190474,0.5184834123222749,3,3,5,11,Need Further Observation,3,3,5,11,Need Further Observation
1825,Sales,0.125,0.12738095238095237,0.06434965771458663,1,1,1,3,Don't Promote,1,1,1,3,Don't Promote
1826,Sales,1.0,0.3476190476190476,0.06919431279620854,5,4,1,10,Need Further Observation,5,4,1,10,Need Further Observation
1827,Research & Development,0.5,0.8619047619047618,0.05344918378093733,3,5,1,9,Need Further Observation,3,5,1,9,Need Further Observation
1828,Sales,1.0,0.2833333333333333,0.08973143759873618,5,4,2,11,Need Further Observation,5,4,2,11,Need Further Observation
1829,Sales,0.2,0.27619047619047615,0.4439178515007899,2,3,4,9,Need Further Observation,2,3,4,9,Need Further Observation
1830,Sales,0.3333333333333333,0.18333333333333332,0.08199052132701422,2,2,1,5,Don't Promote,2,2,2,6,Don't Promote
1831,Research & Development,1.0,0.2,0.9961558715113218,5,2,5,12,Need Further Observation,4,2,5,11,Need Further Observation
1832,Research & Development,1.0,0.08809523809523809,0.07593470247498683,5,1,1,7,Don't Promote,4,1,1,6,Don't Promote
1833,Sales,0.5,0.7059523809523809,0.44286466561348076,3,5,4,12,Need Further Observation,3,5,4,12,Need Further Observation
1834,Sales,0.2,0.3047619047619048,0.4042654028436019,2,4,4,10,Need Further Observation,2,4,4,10,Need Further Observation
1835,Research & Development,1.0,0.8797619047619047,0.10684570826750922,5,5,2,12,Need Further Observation,4,5,2,11,Need Further Observation
1836,Research & Development,1.0,0.31547619047619047,0.10789889415481832,5,4,2,11,Need Further Observation,4,4,2,10,Need Further Observation
1837,Sales,1.0,0.42500000000000004,0.06929963138493944,5,5,1,11,Need Further Observation,5,5,1,11,Need Further Observation
1838,Research & Development,1.0,0.17619047619047618,0.05681937862032649,5,1,1,7,Don't Promote,4,1,1,6,Don't Promote
1839,Sales,0.5,0.11071428571428571,0.1086361242759347,3,1,2,6,Don't Promote,3,1,2,6,Don't Promote
1840,Research & Development,1.0,0.33690476190476193,0.21047919957872566,5,4,3,12,Need Further Observation,4,4,3,11,Need Further Observation
1841,Sales,1.0,0.27619047619047615,0.17103738809899946,5,3,3,11,Need Further Observation,5,3,3,11,Need Further Observation
1842,Research & Development,1.0,0.33690476190476193,0.07851500789889415,5,4,1,10,Need Further Observation,4,4,1,9,Need Further Observation
1843,Research & Development,0.3333333333333333,0.30238095238095236,0.004897314375987362,2,4,1,7,Don't Promote,2,4,1,7,Don't Promote
1844,Research & Development,1.0,0.2833333333333333,0.4973143759873618,5,4,5,14,Recommend for Promotion,4,3,5,12,Need Further Observation
1845,Sales,0.3333333333333333,0.2702380952380952,0.06735123749341759,2,3,1,6,Don't Promote,2,3,1,6,Don't Promote
1846,Research & Development,1.0,0.7059523809523809,0.15376513954713006,5,5,2,12,Need Further Observation,4,5,2,11,Need Further Observation
1847,Sales,1.0,0.13333333333333333,0.06856240126382307,5,1,1,7,Don't Promote,5,1,1,7,Don't Promote
1848,Research & Development,0.16666666666666666,0.1880952380952381,0.11221695629278568,1,2,2,5,Don't Promote,1,2,2,5,Don't Promote
1849,Sales,0.125,0.27142857142857146,0.14117956819378621,1,3,2,6,Don't Promote,1,3,2,6,Don't Promote
1850,Research & Development,1.0,0.3047619047619048,0.18120063191153238,5,4,3,12,Need Further Observation,4,4,3,11,Need Further Observation
1851,Sales,1.0,0.14404761904761904,0.09199578725645076,5,1,2,8,Don't Promote,5,1,2,8,Don't Promote
1852,Sales,1.0,0.20833333333333331,0.94913112164297,5,2,5,12,Need Further Observation,5,2,5,12,Need Further Observation
1853,Research & Development,0.25,0.9011904761904762,0.9327540810953133,2,5,5,12,Need Further Observation,2,5,5,12,Need Further Observation
1854,Research & Development,0.16666666666666666,0.13809523809523808,0.4496050552922591,1,1,4,6,Don't Promote,1,1,4,6,Don't Promote
1855,Sales,0.5,0.27142857142857146,0.6700895208004213,3,3,5,11,Need Further Observation,3,3,5,11,Need Further Observation
1856,Research & Development,0.5,0.9119047619047619,1.0,3,5,5,13,Recommend for Promotion,3,5,5,13,Recommend for Promotion
1857,Research & Development,1.0,0.294047619047619,0.06687730384412849,5,4,1,10,Need Further Observation,4,4,1,9,Need Further Observation
1858,Sales,1.0,0.244047619047619,0.25839915745129016,5,3,4,12,Need Further Observation,5,3,4,12,Need Further Observation
1859,Research & Development,0.3333333333333333,0.2702380952380952,0.05687203791469194,2,3,1,6,Don't Promote,2,3,1,6,Don't Promote
1860,Research & Development,0.2,0.26071428571428573,0.8311216429699843,2,3,5,10,Need Further Observation,1,3,5,9,Need Further Observation
1861,Research & Development,1.0,0.15,0.1345444971037388,5,1,2,8,Don't Promote,4,1,2,7,Don't Promote
1862,Research & Development,0.25,0.9678571428571429,0.179884149552396,2,5,3,10,Need Further Observation,2,5,3,10,Need Further Observation
1863,Research & Development,0.3333333333333333,0.2833333333333333,0.22411795681937863,2,4,3,9,Need Further Observation,2,3,3,8,Don't Promote
1864,Sales,0.125,0.32619047619047614,0.2919431279620853,1,4,4,9,Need Further Observation,1,4,4,9,Need Further Observation
1865,Research & Development,1.0,0.19404761904761902,0.2765666140073723,5,2,4,11,Need Further Observation,4,2,4,10,Need Further Observation
1866,Research & Development,0.06666666666666667,0.7297619047619047,0.17319641916798315,1,5,3,9,Need Further Observation,1,5,2,8,Don't Promote
1867,Research & Development,1.0,0.2488095238095238,0.30516061084781465,5,3,4,12,Need Further Observation,4,3,4,11,Need Further Observation
1868,Sales,1.0,0.18333333333333332,0.14776197998946813,5,2,2,9,Need Further Observation,5,2,2,9,Need Further Observation
1869,Research & Development,1.0,0.2595238095238095,0.09120589784096893,5,3,2,10,Need Further Observation,4,3,1,8,Don't Promote
1870,Research & Development,1.0,0.3607142857142857,0.29826224328594,5,5,4,14,Recommend for Promotion,4,5,4,13,Recommend for Promotion
1871,Research & Development,0.125,0.16547619047619047,0.34913112164297,1,1,4,6,Don't Promote,1,1,4,6,Don't Promote
1872,Sales,1.0,0.2833333333333333,0.0694576092680358,5,4,1,10,Need Further Observation,5,4,1,10,Need Further Observation
1873,Sales,1.0,0.2833333333333333,0.060242232754081096,5,4,1,10,Need Further Observation,5,4,1,10,Need Further Observation
1874,Sales,1.0,0.2369047619047619,0.20363349131121644,5,3,3,11,Need Further Observation,5,3,3,11,Need Further Observation
1875,Research & Development,1.0,0.11071428571428571,0.4416535018430753,5,1,4,10,Need Further Observation,4,1,4,9,Need Further Observation
1876,Research & Development,1.0,0.3047619047619048,0.49452343338599264,5,4,5,14,Recommend for Promotion,4,4,5,13,Recommend for Promotion
1877,Research & Development,0.2,0.31547619047619047,0.39310163243812535,2,4,4,10,Need Further Observation,1,4,4,9,Need Further Observation
1878,Research & Development,0.5,0.8904761904761904,0.4724591890468668,3,5,5,13,Recommend for Promotion,3,5,4,12,Need Further Observation
1879,Research & Development,1.0,0.25476190476190474,0.6045813586097947,5,3,5,13,Recommend for Promotion,4,3,5,12,Need Further Observation
1880,Research & Development,0.5,0.35,0.08678251711427067,3,5,1,9,Need Further Observation,3,4,1,8,Don't Promote
1881,Research & Development,0.3333333333333333,0.8297619047619047,0.6625592417061611,2,5,5,12,Need Further Observation,2,5,5,12,Need Further Observation
1882,Research & Development,0.3333333333333333,0.13333333333333333,0.29947340705634545,2,1,4,7,Don't Promote,2,1,4,7,Don't Promote
1883,Research & Development,1.0,0.2654761904761905,0.055239599789362825,5,3,1,9,Need Further Observation,4,3,1,8,Don't Promote
1884,Research & Development,0.5,0.18333333333333332,0.41369141653501845,3,2,4,9,Need Further Observation,3,2,4,9,Need Further Observation
1885,Sales,1.0,0.22023809523809523,0.25966298051606107,5,2,4,11,Need Further Observation,5,2,4,11,Need Further Observation
1886,Sales,1.0,0.1869047619047619,0.25829383886255924,5,2,4,11,Need Further Observation,5,2,4,11,Need Further Observation
1887,Research & Development,1.0,0.8119047619047619,0.08493944181147972,5,5,1,11,Need Further Observation,4,5,1,10,Need Further Observation
1888,Sales,0.16666666666666666,0.2654761904761905,0.5885202738283307,1,3,5,9,Need Further Observation,1,3,5,9,Need Further Observation
1889,Research & Development,1.0,0.9011904761904762,0.5055292259083728,5,5,5,15,Recommend for Promotion,4,5,5,14,Recommend for Promotion
1890,Research & Development,0.5,0.1595238095238095,0.17567140600315956,3,1,3,7,Don't Promote,3,1,3,7,Don't Promote
1891,Research & Development,1.0,0.3083333333333333,0.061506055818852025,5,4,1,10,Need Further Observation,4,4,1,9,Need Further Observation
1892,Research & Development,1.0,0.2869047619047619,0.09394418114797262,5,4,2,11,Need Further Observation,4,4,2,10,Need Further Observation
1893,Human Resources,1.0,0.22738095238095238,0.36382306477093207,5,3,4,12,Need Further Observation,4,3,5,12,Need Further Observation
1894,Sales,0.16666666666666666,0.13333333333333333,0.40968931016324384,1,1,4,6,Don't Promote,1,1,4,6,Don't Promote
1895,Sales,1.0,0.12738095238095237,0.07266982622432859,5,1,1,7,Don't Promote,5,1,1,7,Don't Promote
1896,Research & Development,1.0,0.1595238095238095,0.11600842548709847,5,1,2,8,Don't Promote,4,1,2,7,Don't Promote
1897,Research & Development,1.0,0.21547619047619046,0.9596103212216957,5,2,5,12,Need Further Observation,4,2,5,11,Need Further Observation
1898,Sales,1.0,0.15238095238095237,0.06624539231174302,5,1,1,7,Don't Promote,5,1,1,7,Don't Promote
1899,Research & Development,0.3333333333333333,0.15476190476190477,0.9746182201158504,2,1,5,8,Don't Promote,2,1,5,8,Don't Promote
1900,Research & Development,0.25,0.12142857142857141,0.075144813059505,2,1,1,4,Don't Promote,2,1,1,4,Don't Promote
1901,Research & Development,1.0,0.22619047619047616,0.7927856766719326,5,2,5,12,Need Further Observation,4,2,5,11,Need Further Observation
1902,Research & Development,1.0,0.13333333333333333,0.08941548183254344,5,1,2,8,Don't Promote,4,1,1,6,Don't Promote
1903,Research & Development,0.1111111111111111,0.294047619047619,0.9509741969457609,1,4,5,10,Need Further Observation,1,4,5,10,Need Further Observation
1904,Sales,1.0,0.20238095238095236,0.15387045813586098,5,2,2,9,Need Further Observation,5,2,2,9,Need Further Observation
1905,Research & Development,0.14285714285714285,0.7833333333333333,0.1432859399684044,1,5,2,8,Don't Promote,1,5,2,8,Don't Promote
1906,Research & Development,0.25,0.294047619047619,0.06440231700895208,2,4,1,7,Don't Promote,2,4,1,7,Don't Promote
1907,Research & Development,0.5,0.3047619047619048,0.1819905213270142,3,4,3,10,Need Further Observation,3,4,3,10,Need Further Observation
1908,Sales,0.08333333333333333,0.1988095238095238,0.1086361242759347,1,2,2,5,Don't Promote,1,2,2,5,Don't Promote
1909,Research & Development,1.0,0.19404761904761902,0.12164296998420221,5,2,2,9,Need Further Observation,4,2,2,8,Don't Promote
1910,Research & Development,1.0,0.244047619047619,0.9580305423907319,5,3,5,13,Recommend for Promotion,4,3,5,12,Need Further Observation
1911,Human Resources,0.5,0.2095238095238095,0.6669826224328594,3,2,5,10,Need Further Observation,3,2,5,10,Need Further Observation
1912,Research & Development,0.125,0.3476190476190476,0.10015797788309637,1,4,2,7,Don't Promote,1,4,2,7,Don't Promote
1913,Sales,1.0,0.13214285714285712,0.26055818852027385,5,1,4,10,Need Further Observation,5,1,4,10,Need Further Observation
1914,Research & Development,0.0625,0.2869047619047619,0.15329120589784098,1,4,2,7,Don't Promote,1,4,2,7,Don't Promote
1915,Sales,0.125,0.1988095238095238,0.2856766719325961,1,2,4,7,Don't Promote,1,2,4,7,Don't Promote
1916,Sales,0.5,0.9119047619047619,0.4759873617693523,3,5,5,13,Recommend for Promotion,3,5,5,13,Recommend for Promotion
1917,Sales,1.0,0.18214285714285713,0.5228541337546077,5,2,5,12,Need Further Observation,5,2,5,12,Need Further Observation
1918,Sales,1.0,0.16666666666666666,0.07008952080042127,5,1,1,7,Don't Promote,5,1,1,7,Don't Promote
1919,Research & Development,1.0,0.22619047619047616,0.29152185360716165,5,2,4,11,Need Further Observation,4,2,4,10,Need Further Observation
1920,Research & Development,0.3333333333333333,0.23333333333333334,0.3118483412322275,2,3,4,9,Need Further Observation,2,3,4,9,Need Further Observation
1921,Sales,1.0,0.3047619047619048,0.20479199578725646,5,4,3,12,Need Further Observation,5,4,3,12,Need Further Observation
1922,Research & Development,0.5,0.7404761904761904,0.08341232227488152,3,5,1,9,Need Further Observation,3,5,1,9,Need Further Observation
1923,Sales,0.14285714285714285,0.319047619047619,0.9703528172722485,1,4,5,10,Need Further Observation,1,4,5,10,Need Further Observation
1924,Human Resources,1.0,0.06666666666666667,0.09025803054239073,5,1,2,8,Don't Promote,4,1,2,7,Don't Promote
1925,Research & Development,1.0,0.294047619047619,0.1300684570826751,5,4,2,11,Need Further Observation,4,4,2,10,Need Further Observation
1926,Research & Development,1.0,0.36904761904761907,0.09399684044233807,5,5,2,12,Need Further Observation,4,5,2,11,Need Further Observation
1927,Sales,0.5,0.8238095238095238,0.22327540810953134,3,5,3,11,Need Further Observation,3,5,3,11,Need Further Observation
1928,Sales,0.5,0.1488095238095238,0.06145339652448657,3,1,1,5,Don't Promote,3,1,1,5,Don't Promote
1929,Sales,1.0,0.27619047619047615,0.8353343865192207,5,3,5,13,Recommend for Promotion,5,3,5,13,Recommend for Promotion
1930,Research & Development,0.3333333333333333,0.2476190476190476,0.13038441284886781,2,3,2,7,Don't Promote,2,3,2,7,Don't Promote
1931,Sales,1.0,0.21071428571428572,0.29673512374934174,5,2,4,11,Need Further Observation,5,2,4,11,Need Further Observation
1932,Sales,1.0,0.33690476190476193,0.240810953133228,5,4,3,12,Need Further Observation,5,4,4,13,Recommend for Promotion
1933,Sales,1.0,0.17738095238095236,0.1575039494470774,5,2,2,9,Need Further Observation,5,1,3,9,Need Further Observation
1934,Research & Development,0.5,0.3083333333333333,0.6575566087414428,3,4,5,12,Need Further Observation,3,4,5,12,Need Further Observation
1935,Research & Development,1.0,0.2309523809523809,0.11590310689836757,5,3,2,10,Need Further Observation,4,3,2,9,Need Further Observation
1936,Research & Development,1.0,0.23333333333333334,0.9497630331753555,5,3,5,13,Recommend for Promotion,4,3,5,12,Need Further Observation
1937,Sales,0.25,0.2869047619047619,0.5708267509215377,2,4,5,11,Need Further Observation,2,4,5,11,Need Further Observation
1938,Sales,1.0,0.13809523809523808,0.055871511321748286,5,1,1,7,Don't Promote,5,1,1,7,Don't Promote
1939,Research & Development,1.0,0.14404761904761904,0.2892575039494471,5,1,4,10,Need Further Observation,4,1,4,9,Need Further Observation
1940,Sales,1.0,0.294047619047619,0.11695629278567667,5,4,2,11,Need Further Observation,5,4,2,11,Need Further Observation
1941,Sales,1.0,0.25476190476190474,0.6631911532385466,5,3,5,13,Recommend for Promotion,5,3,5,13,Recommend for Promotion
1942,Research & Development,0.09090909090909091,0.319047619047619,0.5785676671932596,1,4,5,10,Need Further Observation,1,4,5,10,Need Further Observation
1943,Research & Development,0.5,0.07738095238095238,0.24202211690363348,3,1,3,7,Don't Promote,3,1,3,7,Don't Promote
1944,Research & Development,1.0,0.1976190476190476,0.28372827804107426,5,2,4,11,Need Further Observation,4,2,4,10,Need Further Observation
1945,Research & Development,0.5,0.18333333333333332,0.9549763033175356,3,2,5,10,Need Further Observation,3,2,5,10,Need Further Observation
1946,Sales,0.5,0.8797619047619047,0.872827804107425,3,5,5,13,Recommend for Promotion,3,5,5,13,Recommend for Promotion
1947,Research & Development,0.5,0.7404761904761904,0.20526592943654556,3,5,3,11,Need Further Observation,3,5,3,11,Need Further Observation
1948,Human Resources,0.3333333333333333,0.23333333333333334,0.18667719852553977,2,3,3,8,Don't Promote,2,3,3,8,Don't Promote
1949,Sales,0.2,0.23333333333333334,0.23201685097419694,2,3,3,8,Don't Promote,2,3,3,8,Don't Promote
1950,Research & Development,0.3333333333333333,0.2869047619047619,0.19652448657187993,2,4,3,9,Need Further Observation,2,4,3,9,Need Further Observation
1951,Sales,0.08333333333333333,0.42500000000000004,0.05824117956819379,1,5,1,7,Don't Promote,1,5,1,7,Don't Promote
1952,Research & Development,0.3333333333333333,0.3047619047619048,0.11332280147446024,2,4,2,8,Don't Promote,2,4,2,8,Don't Promote
1953,Sales,0.5,0.3476190476190476,0.24939441811479726,3,4,4,11,Need Further Observation,3,4,4,11,Need Further Observation
1954,Research & Development,1.0,0.33214285714285713,0.0718272775144813,5,4,1,10,Need Further Observation,4,4,1,9,Need Further Observation
1955,Sales,1.0,0.9678571428571429,0.12116903633491312,5,5,2,12,Need Further Observation,5,5,2,12,Need Further Observation
1956,Research & Development,0.2,0.22738095238095238,0.9297525013164823,2,3,5,10,Need Further Observation,1,2,5,8,Don't Promote
1957,Sales,1.0,0.25,0.18304370721432334,5,3,3,11,Need Further Observation,5,3,3,11,Need Further Observation
1958,Research & Development,0.14285714285714285,0.13809523809523808,0.0937335439705108,1,1,2,4,Don't Promote,1,1,2,4,Don't Promote
1959,Research & Development,0.16666666666666666,0.25476190476190474,0.2537651395471301,1,3,4,8,Don't Promote,1,3,4,8,Don't Promote
1960,Research & Development,1.0,0.3821428571428571,0.0693522906793049,5,5,1,11,Need Further Observation,4,5,1,10,Need Further Observation
1961,Research & Development,0.3333333333333333,0.13095238095238093,0.6590837282780411,2,1,5,8,Don't Promote,2,1,5,8,Don't Promote
1962,Research & Development,0.14285714285714285,0.37142857142857144,0.02164296998420221,1,5,1,7,Don't Promote,1,5,1,7,Don't Promote
1963,Research & Development,0.08333333333333333,0.2833333333333333,0.3691943127962085,1,4,4,9,Need Further Observation,1,3,4,8,Don't Promote
1964,Human Resources,1.0,0.16666666666666666,0.1410742496050553,5,1,2,8,Don't Promote,4,2,2,8,Don't Promote
1965,Sales,0.0625,0.20833333333333331,0.23554502369668245,1,2,3,6,Don't Promote,1,2,3,6,Don't Promote
1966,Sales,0.3333333333333333,0.2,0.7902053712480253,2,2,5,9,Need Further Observation,2,2,5,9,Need Further Observation
1967,Sales,0.3333333333333333,0.2833333333333333,0.010057925223802002,2,4,1,7,Don't Promote,2,4,1,7,Don't Promote
1968,Research & Development,0.5,0.22738095238095238,0.244971037388099,3,3,3,9,Need Further Observation,3,2,3,8,Don't Promote
1969,Research & Development,0.125,0.6964285714285714,0.31174302264349657,1,5,4,10,Need Further Observation,1,5,4,10,Need Further Observation
1970,Sales,1.0,0.22738095238095238,0.45308056872037916,5,3,4,12,Need Further Observation,5,3,5,13,Recommend for Promotion
1971,Research & Development,1.0,0.294047619047619,0.2456556082148499,5,4,3,12,Need Further Observation,4,4,3,11,Need Further Observation
1972,Research & Development,1.0,0.7797619047619048,0.23565034228541337,5,5,3,13,Recommend for Promotion,4,5,3,12,Need Further Observation
1973,Sales,0.14285714285714285,0.8464285714285714,0.5819905213270142,1,5,5,11,Need Further Observation,1,5,5,11,Need Further Observation
1974,Research & Development,1.0,0.244047619047619,0.24491837809373354,5,3,3,11,Need Further Observation,4,3,3,10,Need Further Observation
1975,Sales,0.5,0.16547619047619047,0.20073723012111638,3,1,3,7,Don't Promote,3,1,3,7,Don't Promote
1976,Research & Development,1.0,0.1880952380952381,0.2844128488678252,5,2,4,11,Need Further Observation,4,2,4,10,Need Further Observation
1977,Research & Development,1.0,0.29285714285714287,0.22122169562927857,5,4,3,12,Need Further Observation,4,4,3,11,Need Further Observation
1978,Sales,0.3333333333333333,0.13214285714285712,0.08878357030015797,2,1,1,4,Don't Promote,2,1,2,5,Don't Promote
1979,Research & Development,0.125,0.25476190476190474,0.5723538704581359,1,3,5,9,Need Further Observation,1,3,5,9,Need Further Observation
1980,Research & Development,1.0,0.8119047619047619,0.84565560821485,5,5,5,15,Recommend for Promotion,4,5,5,14,Recommend for Promotion
1981,Human Resources,0.125,0.17619047619047618,0.07614533965244866,1,2,1,4,Don't Promote,1,2,1,4,Don't Promote
1982,Research & Development,0.5,0.16666666666666666,0.682201158504476,4,1,5,10,Need Further Observation,3,1,5,9,Need Further Observation
1983,Research & Development,0.3333333333333333,0.23809523809523808,0.20705634544497103,2,3,3,8,Don't Promote,2,3,3,8,Don't Promote
