Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears_Edu_Company,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkingHours,AbsentDays,OvertimeFlag
49,No,Travel_Frequently,Sales,1,4,Life Sciences,1,2684,Female,2,Manufacturing Director,Married,58100,1.0,Y,21,8,1,10.0,2,10,1,7,10.0,3.0,2.0,3.0,3,4,6.697707115009746,21,0
37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2685,Male,1,Sales Executive,Single,56470,6.0,Y,19,8,0,7.0,2,0,0,0,7.0,4.0,3.0,3.0,3,3,8.492027417027417,18,0
33,No,Travel_Frequently,Research & Development,10,2,Medical,1,2686,Male,2,Research Scientist,Married,34200,1.0,Y,14,8,0,8.0,3,8,3,0,8.0,4.0,3.0,3.0,3,3,9.51720177970178,18,1
27,No,Travel_Rarely,Sales,5,4,Medical,1,2687,Female,4,Manufacturing Director,Married,44000,9.0,Y,17,8,1,6.0,3,2,2,2,6.0,1.0,2.0,3.0,2,3,6.3870397153351695,7,0
32,No,Travel_Frequently,Research & Development,9,2,Medical,1,2688,Female,2,Research Scientist,Single,35000,0.0,Y,16,8,1,8.0,2,7,3,6,8.0,4.0,4.0,2.0,2,3,7.246658462259727,12,0
59,No,Travel_Rarely,Sales,2,2,Marketing,1,2689,Female,5,Sales Representative,Married,20660,4.0,Y,12,8,1,12.0,3,1,0,0,12.0,3.0,1.0,2.0,3,3,9.9697350069735,10,1
30,No,Travel_Rarely,Research & Development,11,4,Medical,1,2690,Male,2,Laboratory Technician,Divorced,171690,1.0,Y,17,8,2,1.0,2,1,0,0,1.0,4.0,3.0,3.0,3,3,6.396685660018993,15,0
38,No,Travel_Frequently,Sales,18,4,Life Sciences,1,2691,Male,2,Healthcare Representative,Single,41620,0.0,Y,15,8,1,10.0,1,9,1,8,10.0,4.0,3.0,3.0,3,3,7.990215537113878,8,0
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2692,Male,1,Sales Executive,Married,92040,6.0,Y,23,8,1,17.0,2,7,7,7,17.0,3.0,3.0,2.0,3,4,7.820515173764072,22,0
35,No,Travel_Rarely,Human Resources,3,4,Human Resources,1,2693,Male,2,Manager,Married,32940,0.0,Y,11,8,0,6.0,2,5,0,3,6.0,1.0,2.0,3.0,3,3,7.497904896421845,13,0
29,No,Travel_Rarely,Sales,29,4,Life Sciences,1,2694,Male,2,Laboratory Technician,Single,21270,0.0,Y,11,8,1,10.0,3,9,0,8,10.0,4.0,3.0,3.0,2,3,10.729303160919542,17,1
31,No,Travel_Rarely,Research & Development,2,2,Medical,1,2695,Male,2,Laboratory Technician,Divorced,39750,1.0,Y,15,8,1,5.0,3,5,4,3,5.0,1.0,3.0,2.0,3,3,6.335467224546723,10,0
34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,1,2696,Male,1,Laboratory Technician,Divorced,107930,0.0,Y,11,8,3,3.0,1,2,1,2,3.0,2.0,4.0,3.0,2,3,7.589471982758622,17,0
28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2697,Male,5,Research Director,Single,100960,1.0,Y,13,8,0,6.0,2,4,0,3,6.0,3.0,3.0,3.0,3,3,10.514124371284865,6,1
29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,1,2698,Female,4,Laboratory Technician,Divorced,36460,1.0,Y,14,8,0,10.0,3,10,8,8,10.0,2.0,1.0,3.0,4,3,8.0110807860262,20,0
32,No,Travel_Rarely,Human Resources,22,3,Human Resources,1,2699,Female,2,Research Director,Divorced,74460,0.0,Y,19,8,0,7.0,3,6,0,5,7.0,1.0,2.0,2.0,3,3,10.699831902718167,16,1
22,No,Non-Travel,Research & Development,8,3,Life Sciences,1,2700,Female,3,Sales Executive,Divorced,108510,1.0,Y,16,8,1,1.0,2,1,0,0,1.0,4.0,4.0,2.0,4,3,9.987742486338798,5,1
53,No,Travel_Rarely,Research & Development,11,3,Medical,1,2701,Male,2,Manager,Married,21090,2.0,Y,13,8,0,31.0,3,25,3,7,31.0,1.0,4.0,3.0,3,3,8.013222455648926,11,0
38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,2702,Female,1,Manufacturing Director,Single,37220,5.0,Y,14,8,0,6.0,0,3,1,2,6.0,4.0,4.0,3.0,3,3,9.679868113912232,11,1
24,No,Non-Travel,Research & Development,1,5,Life Sciences,1,2703,Male,3,Research Scientist,Divorced,93800,0.0,Y,16,8,0,5.0,2,4,1,3,5.0,1.0,3.0,2.0,2,3,6.901887706855792,14,0
36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2704,Male,1,Research Director,Single,54860,7.0,Y,12,8,1,10.0,2,5,0,3,10.0,3.0,1.0,3.0,3,3,6.500812621832359,21,0
34,No,Travel_Rarely,Sales,24,3,Marketing,1,2705,Male,4,Research Scientist,Single,27420,0.0,Y,11,8,1,13.0,2,12,2,11,13.0,1.0,2.0,3.0,3,3,6.120792349726776,5,0
21,No,Travel_Rarely,Sales,2,3,Life Sciences,1,2706,Male,2,Manufacturing Director,Single,137570,1.0,Y,12,8,1,0.0,3,0,0,0,0.0,3.0,4.0,3.0,3,3,5.9806673881673875,18,0
34,Yes,Travel_Rarely,Sales,15,2,Marketing,1,2707,Female,2,Research Scientist,Single,84630,2.0,Y,13,8,0,8.0,2,4,1,3,8.0,2.0,1.0,3.0,1,3,7.7862403628117915,4,0
53,No,Travel_Rarely,Sales,2,1,Life Sciences,1,2708,Male,5,Human Resources,Divorced,31620,4.0,Y,15,8,0,26.0,4,14,4,8,26.0,3.0,3.0,2.0,3,3,7.499900875979714,8,0
32,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,2709,Female,2,Manufacturing Director,Single,165980,1.0,Y,13,8,0,10.0,2,10,6,7,10.0,2.0,1.0,3.0,3,3,9.49158664837677,6,1
42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,2710,Male,2,Laboratory Technician,Married,66510,0.0,Y,20,8,0,10.0,5,9,4,2,10.0,3.0,2.0,3.0,2,4,6.884506172839506,15,0
44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,2711,Female,1,Manufacturing Director,Married,23450,3.0,Y,15,8,2,24.0,0,22,5,17,24.0,1.0,4.0,3.0,3,3,7.094737394957983,11,0
46,No,Travel_Rarely,Sales,2,3,Life Sciences,1,2712,Female,1,Research Scientist,Single,34200,3.0,Y,13,8,2,22.0,3,2,2,1,22.0,2.0,1.0,2.0,1,3,8.01465541490858,12,0
33,No,Travel_Rarely,Sales,3,3,Medical,1,2713,Male,1,Manufacturing Director,Single,43730,4.0,Y,14,8,0,7.0,3,1,0,0,7.0,3.0,4.0,3.0,3,3,6.460929038281979,11,0
44,No,Travel_Rarely,Human Resources,26,3,Life Sciences,1,2714,Male,5,Healthcare Representative,Married,47590,2.0,Y,21,8,0,9.0,2,4,1,3,9.0,4.0,4.0,4.0,3,4,8.498006535947711,11,0
30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,2715,Female,1,Research Scientist,Single,53010,1.0,Y,16,8,1,10.0,3,10,1,8,10.0,4.0,3.0,3.0,3,3,6.097253213957758,7,0
39,Yes,Travel_Rarely,Human Resources,1,4,Medical,1,2716,Male,1,Sales Executive,Married,36730,3.0,Y,14,8,1,19.0,3,1,0,0,19.0,4.0,4.0,4.0,3,3,6.489479458450046,11,0
24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,1,2717,Male,3,Sales Executive,Married,47680,2.0,Y,11,8,1,6.0,2,2,2,0,6.0,2.0,4.0,2.0,2,3,9.689935720844812,7,1
43,No,Travel_Rarely,Sales,9,5,Technical Degree,1,2718,Female,1,Research Director,Divorced,12740,1.0,Y,19,8,0,6.0,3,5,1,4,6.0,4.0,3.0,2.0,2,3,6.499559426229508,5,0
50,Yes,Travel_Rarely,Research & Development,12,4,Medical,1,2719,Male,1,Research Director,Married,49000,1.0,Y,11,8,0,3.0,3,3,0,2,3.0,1.0,3.0,3.0,2,3,8.894330543933053,10,0
35,No,Travel_Rarely,Sales,2,4,Marketing,1,2720,Male,3,Manufacturing Director,Married,104660,1.0,Y,13,8,0,2.0,1,2,2,2,2.0,4.0,4.0,3.0,3,3,7.1040713276836165,13,0
36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,1,2721,Female,4,Sales Executive,Married,170070,9.0,Y,12,8,1,6.0,2,1,0,0,6.0,2.0,1.0,4.0,2,3,9.130807971014491,19,1
33,No,Travel_Frequently,Sales,9,2,Marketing,1,2722,Male,4,Human Resources,Married,29090,2.0,Y,11,8,0,10.0,2,5,1,3,10.0,3.0,1.0,3.0,2,3,6.599109929078015,14,0
35,No,Travel_Rarely,Research & Development,10,1,Medical,1,2723,Male,1,Research Scientist,Divorced,57650,1.0,Y,14,8,1,1.0,2,1,0,0,1.0,3.0,4.0,3.0,3,3,6.1866900093370685,11,0
27,No,Travel_Rarely,Sales,8,2,Marketing,1,2724,Female,3,Research Scientist,Divorced,45990,1.0,Y,15,8,1,1.0,3,1,0,0,1.0,4.0,1.0,3.0,2,3,7.5895013947001395,10,0
26,Yes,Travel_Rarely,Sales,4,3,Marketing,1,2725,Male,2,Manager,Single,24040,1.0,Y,12,8,0,1.0,6,1,0,1,1.0,1.0,3.0,2.0,3,3,7.700121671258035,7,0
27,No,Travel_Frequently,Sales,24,3,Life Sciences,1,2726,Male,4,Healthcare Representative,Single,31720,1.0,Y,20,8,1,9.0,1,9,1,7,9.0,4.0,3.0,3.0,3,4,6.773530543530543,18,0
30,No,Travel_Frequently,Research & Development,1,4,Medical,1,2727,Male,1,Research Scientist,Single,20330,1.0,Y,14,8,1,12.0,3,12,3,7,12.0,3.0,4.0,3.0,1,3,6.813341335162323,6,0
41,Yes,Travel_Rarely,Sales,20,4,Marketing,1,2728,Male,2,Sales Executive,Married,102090,1.0,Y,13,8,1,23.0,2,22,15,8,23.0,2.0,3.0,3.0,3,3,6.006660855416086,10,0
34,No,Non-Travel,Research & Development,7,2,Technical Degree,1,2729,Female,1,Research Scientist,Single,86200,0.0,Y,13,8,1,10.0,2,9,8,7,10.0,2.0,3.0,3.0,2,3,7.7791430260047285,14,0
37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,1,2730,Female,3,Sales Executive,Married,20640,4.0,Y,16,8,0,8.0,3,1,0,0,8.0,2.0,2.0,3.0,2,3,6.083371980676328,19,0
46,No,Travel_Frequently,Research & Development,20,3,Technical Degree,1,2731,Male,3,Sales Executive,Single,40350,4.0,Y,14,8,1,14.0,2,9,0,8,14.0,1.0,4.0,3.0,3,3,9.295620490620491,18,1
35,No,Travel_Rarely,Research & Development,8,4,Medical,1,2732,Female,3,Research Scientist,Married,38380,1.0,Y,16,8,1,1.0,2,1,0,1,1.0,4.0,4.0,3.0,3,3,6.919921802054155,11,0
48,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1,2733,Female,1,Sales Executive,Single,45910,9.0,Y,16,8,0,23.0,6,1,0,0,23.0,1.0,3.0,3.0,1,3,9.309293684710351,15,1
28,Yes,Travel_Rarely,Research & Development,10,1,Medical,1,2734,Male,1,Sales Executive,Single,25610,1.0,Y,22,8,1,2.0,3,2,2,2,2.0,3.0,3.0,2.0,3,4,10.671643614568925,8,1
44,No,Travel_Rarely,Research & Development,1,1,Medical,1,2735,Female,3,Research Scientist,Divorced,15630,5.0,Y,12,8,2,9.0,3,4,1,3,9.0,2.0,1.0,2.0,3,3,9.391213080168777,12,1
35,No,Non-Travel,Research & Development,5,4,Technical Degree,1,2736,Female,3,Manufacturing Director,Married,48980,2.0,Y,15,8,2,10.0,2,4,2,3,10.0,3.0,1.0,3.0,3,3,9.484306742640076,15,1
26,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,2737,Female,3,Sales Executive,Married,47890,7.0,Y,20,8,1,5.0,2,2,0,0,5.0,3.0,4.0,2.0,3,4,10.192182870370369,9,1
33,No,Travel_Frequently,Sales,29,4,Life Sciences,1,2738,Female,1,Human Resources,Single,31800,1.0,Y,14,8,1,15.0,2,15,8,12,15.0,1.0,4.0,3.0,3,3,8.223002267573696,4,0
35,No,Travel_Frequently,Research & Development,15,3,Medical,1,2739,Male,3,Manufacturing Director,Married,65490,1.0,Y,20,8,0,9.0,3,9,1,8,9.0,2.0,1.0,2.0,3,4,6.477757246376812,19,0
35,No,Travel_Rarely,Human Resources,3,2,Life Sciences,1,2740,Female,1,Laboratory Technician,Married,63880,3.0,Y,13,8,0,4.0,6,2,2,2,4.0,3.0,1.0,3.0,2,3,8.797342403628118,4,0
31,No,Travel_Rarely,Sales,10,2,Life Sciences,1,2741,Female,2,Research Scientist,Divorced,112440,3.0,Y,12,8,1,10.0,3,7,1,7,10.0,4.0,4.0,2.0,3,3,6.0799437102300535,22,0
37,No,Travel_Rarely,Sales,4,3,Marketing,1,2742,Male,4,Human Resources,Divorced,160320,1.0,Y,13,8,0,7.0,2,7,0,7,7.0,1.0,3.0,4.0,3,3,7.412775403608737,15,0
32,No,Travel_Rarely,Research & Development,21,3,Other,1,2743,Male,2,Sales Executive,Married,23620,1.0,Y,11,8,0,9.0,2,9,7,8,9.0,1.0,4.0,3.0,3,3,8.112133190883192,15,0
38,No,Travel_Frequently,Research & Development,25,3,Medical,1,2744,Male,2,Manufacturing Director,Single,163280,1.0,Y,17,8,3,10.0,2,10,9,9,10.0,4.0,4.0,3.0,3,3,6.184593079922028,21,0
50,No,Travel_Rarely,Sales,2,4,Marketing,1,2745,Female,4,Research Scientist,Divorced,83760,5.0,Y,14,8,3,29.0,2,27,13,8,29.0,2.0,3.0,2.0,3,3,9.529191609977325,4,1
59,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,2746,Male,1,Laboratory Technician,Single,166060,7.0,Y,11,8,0,28.0,6,21,7,9,28.0,1.0,1.0,2.0,3,3,6.9034710648148145,9,0
36,No,Travel_Rarely,Sales,1,2,Marketing,1,2747,Female,2,Sales Executive,Divorced,86060,1.0,Y,14,8,2,17.0,3,17,12,8,17.0,3.0,3.0,3.0,3,3,6.0043942577030815,11,0
55,No,Travel_Rarely,Research & Development,7,3,Medical,1,2748,Male,3,Research Scientist,Divorced,22720,2.0,Y,17,8,1,21.0,2,5,0,2,21.0,4.0,3.0,3.0,3,3,8.11756763285024,19,0
36,No,Travel_Frequently,Research & Development,3,3,Life Sciences,1,2749,Female,2,Laboratory Technician,Single,20180,1.0,Y,13,8,0,6.0,5,6,0,3,6.0,2.0,2.0,3.0,3,3,7.211824074074074,9,0
45,No,Travel_Rarely,Research & Development,1,2,Medical,1,2750,Female,1,Sales Executive,Divorced,70830,2.0,Y,12,8,1,25.0,5,1,0,0,25.0,2.0,1.0,3.0,3,3,6.77077147525677,11,0
35,No,Travel_Frequently,Human Resources,9,3,Other,1,2751,Female,2,Sales Representative,Married,40840,4.0,Y,13,8,1,5.0,3,3,1,2,5.0,2.0,1.0,2.0,3,3,6.08270863137816,16,0
36,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1,2752,Male,4,Laboratory Technician,Married,144110,0.0,Y,18,8,3,2.0,2,1,0,0,2.0,4.0,3.0,2.0,4,3,8.87298726851852,9,0
59,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1,2753,Male,3,Research Scientist,Single,23080,7.0,Y,19,8,1,20.0,4,4,1,3,20.0,1.0,3.0,2.0,2,3,6.809138418079095,13,0
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,2754,Female,1,Sales Representative,Married,48410,0.0,Y,11,8,0,6.0,3,5,0,4,6.0,3.0,2.0,3.0,3,3,7.797563131313132,7,0
31,No,Travel_Rarely,Research & Development,3,2,Medical,1,2755,Female,3,Sales Executive,Single,42850,1.0,Y,21,8,1,1.0,2,1,1,0,1.0,3.0,2.0,3.0,1,4,6.308999302649931,10,0
32,No,Travel_Rarely,Sales,3,4,Life Sciences,1,2756,Male,2,Manufacturing Director,Married,97150,1.0,Y,15,8,1,10.0,1,10,0,9,10.0,2.0,2.0,3.0,2,3,7.50216548463357,14,0
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2757,Male,2,Sales Representative,Married,43200,3.0,Y,17,8,0,5.0,2,1,0,0,5.0,2.0,4.0,3.0,3,3,7.192458804143126,13,0
31,No,Travel_Rarely,Research & Development,27,3,Medical,1,2758,Female,2,Research Director,Single,21320,1.0,Y,18,8,0,11.0,3,11,1,8,11.0,3.0,4.0,3.0,3,3,6.103305898491084,6,0
35,No,Travel_Rarely,Research & Development,2,4,Medical,1,2759,Male,2,Healthcare Representative,Single,101240,0.0,Y,14,8,1,16.0,2,15,2,8,16.0,3.0,1.0,3.0,4,3,6.036447626040137,22,0
45,No,Travel_Rarely,Human Resources,14,3,Human Resources,1,2760,Female,1,Sales Executive,Married,54730,4.0,Y,13,8,0,17.0,3,0,0,0,17.0,4.0,1.0,4.0,1,3,8.942251334303736,20,0
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2761,Female,3,Sales Executive,Single,52070,4.0,Y,17,8,3,16.0,3,5,0,2,16.0,1.0,3.0,4.0,3,3,6.592121101364523,21,0
46,No,Travel_Rarely,Research & Development,9,3,Medical,1,2762,Male,3,Manager,Divorced,164370,8.0,Y,15,8,1,16.0,0,4,0,2,16.0,2.0,2.0,3.0,3,3,10.291692894611348,16,1
30,No,Travel_Rarely,Sales,18,3,Life Sciences,1,2763,Male,4,Human Resources,Married,22960,1.0,Y,18,8,1,10.0,2,10,3,0,10.0,4.0,4.0,2.0,3,3,9.193685666185665,18,1
35,No,Travel_Rarely,Research & Development,20,4,Life Sciences,1,2764,Female,3,Human Resources,Single,40690,1.0,Y,13,8,0,6.0,5,6,0,4,6.0,2.0,3.0,3.0,3,3,7.903942768199233,17,0
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2765,Female,2,Laboratory Technician,Married,74410,3.0,Y,12,8,1,24.0,4,1,1,0,24.0,1.0,4.0,3.0,3,3,6.689085038986355,21,0
38,No,Non-Travel,Sales,11,1,Marketing,1,2766,Male,2,Laboratory Technician,Divorced,24300,7.0,Y,13,8,2,17.0,2,13,1,9,17.0,2.0,4.0,3.0,4,3,8.799516203703705,9,0
34,No,Travel_Rarely,Research & Development,8,2,Medical,1,2767,Male,1,Research Scientist,Married,58780,1.0,Y,14,8,0,5.0,1,5,1,3,5.0,1.0,2.0,3.0,3,3,7.969375917767988,22,0
56,No,Travel_Rarely,Human Resources,2,1,Medical,1,2768,Male,2,Sales Executive,Single,26440,4.0,Y,11,8,1,37.0,2,6,0,2,37.0,4.0,4.0,2.0,3,3,6.303037974683543,12,0
23,No,Travel_Rarely,Research & Development,10,3,Medical,1,2769,Male,2,Laboratory Technician,Divorced,64390,3.0,Y,22,8,3,3.0,2,0,0,0,3.0,3.0,1.0,3.0,3,4,6.400710514233242,7,0
51,No,Travel_Rarely,Research & Development,29,4,Life Sciences,1,2770,Female,5,Manufacturing Director,Married,24510,3.0,Y,17,8,0,10.0,2,4,0,3,10.0,4.0,4.0,3.0,2,3,6.680548668503214,7,0
30,No,Travel_Rarely,Sales,8,2,Technical Degree,1,2771,Male,1,Sales Representative,Married,63920,1.0,Y,21,8,1,11.0,2,11,10,8,11.0,3.0,4.0,3.0,4,4,7.580297291092746,7,0
46,Yes,Travel_Rarely,Sales,1,2,Medical,1,2772,Female,2,Research Scientist,Single,97140,1.0,Y,22,8,0,9.0,0,9,4,7,9.0,3.0,4.0,3.0,3,4,6.212327423167848,14,0
40,No,Travel_Frequently,Research & Development,6,3,Medical,1,2773,Male,1,Healthcare Representative,Married,60770,1.0,Y,16,8,2,22.0,2,22,11,11,22.0,3.0,2.0,2.0,2,3,7.393092592592593,9,0
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,2774,Female,5,Sales Representative,Single,24500,0.0,Y,12,8,1,11.0,2,10,1,0,11.0,3.0,4.0,1.0,3,3,10.108070175438598,2,1
30,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,2775,Male,1,Manufacturing Director,Divorced,92500,1.0,Y,12,8,3,11.0,0,11,2,7,11.0,3.0,2.0,2.0,3,3,8.085411301859798,16,0
46,No,Travel_Frequently,Research & Development,12,1,Medical,1,2776,Male,1,Laboratory Technician,Married,20740,2.0,Y,15,8,1,21.0,3,10,9,5,21.0,3.0,1.0,2.0,3,3,9.02978255919854,5,1
32,No,Travel_Rarely,Sales,15,3,Marketing,1,2777,Male,1,Research Scientist,Single,101690,1.0,Y,14,8,0,12.0,6,11,5,7,12.0,2.0,3.0,3.0,2,3,7.266001182033097,14,0
54,No,Travel_Rarely,Research & Development,25,1,Medical,1,2778,Female,1,Laboratory Technician,Married,48550,9.0,Y,25,8,1,16.0,2,4,0,3,16.0,1.0,3.0,1.0,2,4,7.628995998116761,13,0
24,No,Travel_Rarely,Sales,6,2,Marketing,1,2779,Male,2,Research Scientist,Married,40870,0.0,Y,20,8,3,4.0,1,3,0,2,4.0,1.0,3.0,2.0,3,4,7.780240271917487,12,0
28,No,Non-Travel,Sales,9,4,Medical,1,2780,Male,2,Laboratory Technician,Married,23670,1.0,Y,13,8,0,5.0,2,5,0,4,5.0,2.0,3.0,4.0,2,3,5.9836557971014495,19,0
58,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,2781,Male,2,Sales Executive,Single,29720,0.0,Y,14,8,0,38.0,2,37,1,8,38.0,4.0,3.0,2.0,4,3,7.103534836065574,5,0
44,No,Non-Travel,Research & Development,23,2,Medical,1,2782,Female,1,Research Scientist,Married,195860,4.0,Y,16,8,0,17.0,3,3,1,2,17.0,2.0,2.0,4.0,2,3,6.709030092592593,9,0
37,Yes,Travel_Rarely,Human Resources,9,3,Human Resources,1,2783,Male,2,Healthcare Representative,Divorced,54840,4.0,Y,17,8,0,7.0,4,3,0,2,7.0,3.0,1.0,3.0,3,3,10.150894557823129,4,1
32,No,Travel_Rarely,Human Resources,12,2,Human Resources,1,2784,Female,1,Sales Representative,Single,20610,1.0,Y,15,8,1,1.0,2,1,0,0,1.0,4.0,1.0,3.0,2,3,7.9799502668607465,20,0
20,Yes,Travel_Frequently,Sales,4,4,Life Sciences,1,2785,Female,2,Healthcare Representative,Single,99240,1.0,Y,22,8,0,1.0,3,1,1,0,1.0,4.0,4.0,3.0,3,4,10.725876251788268,16,1
34,No,Travel_Rarely,Research & Development,1,4,Other,1,2786,Male,4,Laboratory Technician,Single,41980,1.0,Y,22,8,1,16.0,2,16,2,10,16.0,1.0,3.0,3.0,2,4,7.589314128943758,6,0
37,No,Non-Travel,Sales,24,2,Life Sciences,1,2787,Male,1,Research Scientist,Divorced,68150,5.0,Y,20,8,1,17.0,3,1,0,0,17.0,3.0,4.0,4.0,3,4,7.763286838340487,16,0
59,No,Non-Travel,Research & Development,12,2,Life Sciences,1,2788,Male,2,Sales Executive,Married,47230,9.0,Y,14,8,0,30.0,0,3,2,2,30.0,3.0,4.0,3.0,3,3,7.192599290780142,14,0
50,No,Travel_Frequently,Research & Development,3,4,Medical,1,2789,Male,4,Research Scientist,Married,61420,3.0,Y,13,8,2,28.0,3,8,0,7,28.0,1.0,2.0,2.0,2,3,9.614590643274855,2,1
25,Yes,Travel_Rarely,Sales,10,1,Marketing,1,2790,Male,2,Research Director,Single,82370,1.0,Y,13,8,0,6.0,6,6,0,3,6.0,3.0,3.0,3.0,2,3,8.532735760971056,11,0
25,No,Travel_Rarely,Research & Development,26,3,Technical Degree,1,2791,Male,1,Laboratory Technician,Married,88530,1.0,Y,22,8,1,2.0,3,2,2,1,2.0,4.0,4.0,3.0,3,4,7.7015386473429945,19,0
22,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,2792,Male,1,Sales Representative,Single,193310,1.0,Y,12,8,1,1.0,2,0,0,0,1.0,2.0,4.0,3.0,3,3,6.311839371980676,19,0
51,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,2793,Female,1,Sales Executive,Single,20730,3.0,Y,14,8,1,23.0,4,13,12,8,23.0,1.0,1.0,2.0,3,3,7.474746326905418,7,0
34,Yes,Travel_Frequently,Human Resources,4,4,Life Sciences,1,2794,Female,5,Sales Executive,Single,55620,1.0,Y,15,8,0,9.0,3,9,0,6,9.0,1.0,3.0,3.0,3,3,8.195805795019156,17,0
54,No,Non-Travel,Research & Development,9,3,Life Sciences,1,2795,Male,1,Laboratory Technician,Single,196130,2.0,Y,17,8,0,23.0,5,5,4,4,23.0,4.0,4.0,3.0,3,3,8.075190748688604,16,0
24,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,2796,Male,2,Laboratory Technician,Married,34070,0.0,Y,13,8,1,6.0,4,5,1,2,6.0,2.0,3.0,3.0,3,3,6.530900673400673,18,0
34,No,Travel_Rarely,Sales,4,3,Marketing,1,2797,Female,2,Sales Representative,Divorced,50630,6.0,Y,12,8,1,12.0,2,1,0,0,12.0,3.0,2.0,3.0,3,3,6.0196475770925115,22,0
37,No,Travel_Rarely,Sales,6,1,Technical Degree,1,2798,Male,1,Laboratory Technician,Single,46390,2.0,Y,12,8,2,12.0,3,5,1,3,12.0,3.0,4.0,3.0,3,3,6.219499029597283,20,0
34,No,Travel_Rarely,Sales,9,2,Medical,1,2799,Male,2,Healthcare Representative,Single,48760,2.0,Y,21,8,1,14.0,3,11,5,8,14.0,3.0,1.0,3.0,3,4,7.89201722464823,20,0
36,No,Travel_Frequently,Human Resources,7,3,Medical,1,2800,Male,1,Research Scientist,Married,26900,0.0,Y,11,8,0,10.0,1,9,2,8,10.0,2.0,4.0,3.0,3,3,8.026875283446712,4,0
36,No,Travel_Rarely,Research & Development,1,3,Medical,1,2801,Female,2,Manufacturing Director,Divorced,175670,5.0,Y,13,8,0,7.0,6,1,0,0,7.0,1.0,4.0,3.0,3,3,7.506159003831417,17,0
43,No,Travel_Frequently,Research & Development,3,4,Life Sciences,1,2802,Male,1,Sales Executive,Married,24080,1.0,Y,12,8,1,25.0,3,25,4,12,25.0,3.0,4.0,4.0,3,3,8.667025273224043,5,0
30,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,2803,Female,3,Healthcare Representative,Divorced,28140,1.0,Y,24,8,0,10.0,2,10,0,9,10.0,1.0,3.0,2.0,3,4,7.911322081575246,12,0
33,No,Non-Travel,Sales,7,3,Life Sciences,1,2804,Male,2,Sales Executive,Married,112450,0.0,Y,21,8,0,8.0,3,7,0,7,8.0,3.0,2.0,4.0,3,4,6.736566859066858,18,0
56,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,1,2805,Male,2,Laboratory Technician,Married,33120,9.0,Y,19,8,0,7.0,1,5,4,3,7.0,2.0,2.0,3.0,1,3,9.003661723163844,13,1
51,No,Travel_Rarely,Research & Development,3,2,Other,1,2806,Female,2,Sales Representative,Single,190490,7.0,Y,14,8,1,23.0,2,20,15,15,23.0,1.0,3.0,3.0,3,3,6.718495762711864,13,0
31,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1,2807,Female,3,Sales Executive,Married,21410,4.0,Y,20,8,0,12.0,2,7,7,7,12.0,2.0,3.0,2.0,3,4,8.396202908917502,16,0
26,No,Travel_Rarely,Sales,17,3,Medical,1,2808,Female,2,Manager,Married,57690,1.0,Y,19,8,0,5.0,4,5,4,3,5.0,3.0,2.0,2.0,2,3,7.718274853801169,21,0
